sensor_id,timestamp,temperature_c,rainfall_mm,humidity_percent,is_fahrenheit_flag,is_negative_rainfall_anomaly,is_heatwave_flag,is_heavy_rain_flag
SEN004,2026-01-06 00:00:00,32.2,34.2,69.0,False,1,0,1
SEN016,2026-03-07 09:57:50,16.78,5.0,94.0,True,1,0,0
SEN003,2026-03-07 09:57:50,27.89,,66.0,True,0,0,0
SEN032,2026-05-27 03:40:33,38.8,24.1,89.0,False,0,1,0
SEN025,2026-02-06 19:29:20,35.0,43.69,73.0,True,0,0,1
SEN011,2026-01-03 02:20:38,36.5,20.3,63.0,False,0,1,0
SEN036,2026-03-21 15:41:00,35.8,45.4,76.0,False,0,1,1
SEN041,2026-06-29 20:07:53,20.5,19.1,31.0,True,1,0,0
SEN010,2026-04-20 03:32:35,23.2,25.1,93.0,False,0,0,0
SEN019,2026-05-02 07:00:32,16.28,25.0,94.0,True,0,0,0
SEN030,2026-01-01 23:41:26,30.4,23.8,40.0,False,0,0,0
SEN033,2026-04-04 07:25:07,21.0,6.2,66.0,True,0,0,0
SEN013,2026-03-12 15:44:57,20.0,24.1,49.0,False,0,0,0
SEN033,2026-04-04 07:25:07,23.78,38.8,33.0,True,1,0,1
UNKNOWN,2026-01-27 01:48:03,22.0,18.3,50.0,True,0,0,0
SEN025,2026-04-06 09:32:26,21.61,46.7,62.0,True,1,0,1
SEN009,2026-08-13 18:42:36,20.7,47.7,31.0,False,0,0,1
SEN032,2026-07-31 17:42:53,23.22,36.4,45.0,True,0,0,1
SEN015,2026-04-23 08:50:55,31.5,3.5,43.0,False,0,0,0
SEN029,2026-01-27 07:59:34,20.5,,76.0,True,0,0,0
SEN022,2026-03-25 04:38:20,37.3,46.2,89.0,False,0,1,1
SEN020,2026-03-28 03:36:40,19.9,35.1,63.0,False,0,0,1
SEN041,2026-01-07 12:17:15,28.89,36.58,87.0,True,0,0,1
SEN023,2026-05-06 04:21:38,35.89,1.02,91.0,True,0,1,0
SEN040,2026-02-11 09:38:31,33.7,49.7,32.0,False,0,0,1
SEN001,2026-02-08 12:10:33,28.0,15.24,79.0,True,0,0,0
SEN034,2026-03-30 12:43:47,39.3,0.9,69.0,False,1,1,0
SEN018,2026-03-26 04:35:38,38.0,34.7,89.0,True,0,1,1
SEN019,2026-03-30 21:42:04,17.5,33.02,74.0,True,0,0,1
SEN036,2026-04-29 08:24:48,16.0,28.3,59.0,True,1,0,0
SEN014,2026-05-07 11:37:21,28.9,48.01,46.0,False,0,0,1
SEN048,2026-02-25 21:02:00,29.11,4.6,77.0,True,0,0,0
SEN044,2026-03-20 14:55:00,32.89,10.41,43.0,True,0,0,0
SEN010,2026-08-03 07:08:56,23.3,31.7,51.0,False,1,0,1
SEN006,2026-05-16 15:18:23,36.0,9.3,33.0,False,1,1,0
SEN021,2026-05-09 06:59:59,27.39,37.6,82.0,True,0,0,1
SEN017,2026-06-19 01:30:00,35.11,35.2,88.0,True,0,1,1
SEN038,2026-05-08 00:40:15,39.0,47.4,54.0,True,0,1,1
SEN047,2026-08-27 01:35:37,21.72,3.3,41.0,True,0,0,0
SEN044,2026-01-08 22:17:13,23.11,41.8,61.0,True,0,0,1
SEN005,2026-04-19 10:15:34,19.0,20.8,85.0,False,0,0,0
SEN031,2026-01-09 12:01:15,34.5,49.9,59.0,True,0,0,1
SEN015,2026-06-27 04:15:25,39.72,22.6,61.0,True,0,1,0
SEN025,2026-07-28 08:19:55,32.5,1.7,54.0,True,0,0,0
SEN039,2026-02-17 04:24:50,31.6,,85.0,False,0,0,0
SEN037,2026-02-27 14:50:11,26.28,10.1,65.0,True,0,0,0
SEN001,2026-01-29 18:53:46,26.6,40.9,40.0,False,0,0,1
SEN013,2026-07-11 11:28:13,16.22,39.9,40.0,True,1,0,1
SEN010,2026-07-04 08:56:37,28.6,4.4,93.0,False,0,0,0
SEN017,2026-07-16 02:29:18,25.6,7.8,52.0,False,1,0,0
SEN027,2026-08-23 19:56:55,29.72,6.5,90.0,True,0,0,0
SEN020,2026-07-12 16:02:43,25.1,17.7,93.0,False,0,0,0
SEN020,2026-08-24 20:41:25,16.5,1.52,95.0,True,0,0,0
SEN030,2026-07-23 13:27:00,27.72,33.1,89.0,True,0,0,1
SEN016,2026-04-19 05:08:00,32.9,25.8,95.0,False,0,0,0
SEN007,2026-04-20 07:10:02,21.5,46.74,33.0,True,0,0,1
SEN009,2026-08-13 18:42:36,17.9,6.1,87.0,False,0,0,0
SEN003,2026-08-07 20:04:01,36.89,24.6,46.0,True,0,1,0
SEN024,2026-08-31 10:01:00,16.9,26.7,32.0,False,1,0,0
SEN034,2026-07-23 23:32:42,26.3,15.49,33.0,False,0,0,0
SEN012,2026-05-24 11:06:35,29.7,8.6,30.0,False,0,0,0
SEN028,2026-02-04 19:29:03,39.1,46.6,45.0,False,0,1,1
SEN016,2026-04-19 05:08:00,29.1,48.7,90.0,False,0,0,1
SEN012,2026-04-20 06:42:09,15.4,25.3,31.0,False,1,0,0
SEN048,2026-09-07 01:46:00,35.5,18.54,77.0,False,0,1,0
SEN041,2026-06-27 12:43:00,35.2,20.9,35.0,False,0,1,0
SEN011,2026-07-15 13:56:21,39.3,42.9,56.0,False,0,1,1
SEN012,2026-08-11 20:28:22,21.7,31.75,83.0,False,0,0,1
SEN043,2026-07-27 14:23:39,35.8,1.02,85.0,False,0,1,0
SEN029,2026-08-13 17:04:00,26.39,14.2,48.0,True,0,0,0
SEN036,2026-06-15 09:21:27,33.22,3.6,30.0,True,0,0,0
SEN034,2026-08-11 07:55:58,16.22,39.5,95.0,True,0,0,1
SEN003,2026-02-21 07:53:15,30.72,31.5,35.0,True,0,0,1
SEN016,2026-08-08 03:37:21,22.2,35.0,64.0,False,0,0,1
SEN017,2026-06-23 11:07:02,27.8,27.8,54.0,False,0,0,0
SEN006,2026-03-09 17:10:33,24.5,46.99,53.0,False,0,0,1
SEN026,2026-02-28 12:07:06,15.78,30.2,48.0,True,0,0,1
SEN042,2026-09-08 21:05:15,20.11,36.6,32.0,True,0,0,1
SEN049,2026-01-08 11:36:41,18.22,31.24,76.0,True,0,0,1
SEN050,2026-02-09 18:25:06,30.39,41.0,30.0,True,1,0,1
SEN015,2026-05-29 20:00:58,20.78,35.0,73.0,True,0,0,1
SEN010,2026-04-02 20:05:40,39.8,10.9,60.0,False,0,1,0
SEN024,2026-03-03 03:47:32,34.9,3.3,86.0,False,0,0,0
SEN043,2026-02-23 22:39:51,24.0,15.5,54.0,True,0,0,0
SEN022,2026-05-09 04:03:23,19.2,41.5,73.0,False,0,0,1
UNKNOWN,2026-06-06 10:49:01,39.4,,32.0,False,0,1,0
SEN005,2026-02-19 07:01:00,33.4,36.1,58.0,False,1,0,1
SEN013,2026-04-05 09:36:44,20.4,37.4,69.0,False,0,0,1
SEN032,2026-07-07 10:20:45,25.1,0.7,47.0,False,0,0,0
SEN023,2026-04-10 20:23:25,20.8,24.9,63.0,False,0,0,0
SEN035,2026-09-09 14:23:34,24.5,9.4,42.0,False,0,0,0
SEN008,2026-05-09 13:10:41,25.0,49.4,74.0,True,0,0,1
SEN022,2026-01-05 20:59:01,35.72,9.3,69.0,True,1,1,0
SEN004,2026-01-08 07:40:03,18.0,16.2,73.0,True,0,0,0
SEN010,2026-04-24 06:17:47,32.5,15.9,63.5,True,0,0,0
SEN012,2026-07-08 07:20:19,17.2,13.4,66.0,False,0,0,0
SEN033,2026-08-16 21:33:20,30.28,48.51,86.0,True,0,0,1
SEN018,2026-08-06 23:08:40,37.28,36.7,62.0,True,1,1,1
SEN025,2026-04-10 04:22:47,21.72,42.8,63.0,True,0,0,1
SEN019,2026-03-17 11:37:36,38.9,28.7,59.0,False,0,1,0
SEN009,2026-07-02 10:16:14,39.2,,68.0,False,0,1,0
SEN042,2026-06-25 11:26:13,30.2,9.0,40.0,False,1,0,0
SEN016,2026-08-08 03:37:21,28.8,33.6,68.0,False,0,0,1
UNKNOWN,2026-03-06 12:37:35,33.78,,45.0,True,0,0,0
SEN007,2026-12-08 01:05:00,16.9,24.3,89.0,False,0,0,0
SEN025,2026-04-10 04:22:47,32.72,23.4,91.0,True,0,0,0
SEN020,2026-03-10 22:43:10,25.6,16.1,94.0,False,0,0,0
SEN049,2026-01-08 11:36:41,37.9,38.35,33.0,False,0,1,1
SEN017,2026-01-20 17:46:00,22.1,27.2,40.0,False,0,0,0
SEN003,2026-01-06 19:57:20,34.11,44.45,92.0,True,0,0,1
SEN026,2026-02-26 20:25:00,20.78,29.1,43.0,True,0,0,0
SEN013,2026-04-15 23:59:43,32.9,34.2,67.0,False,0,0,1
SEN040,2026-08-05 05:46:24,31.22,4.1,54.0,True,1,0,0
SEN016,2026-05-31 18:57:07,33.28,8.8,95.0,True,0,0,0
SEN009,2026-07-02 10:16:14,31.0,,71.0,True,0,0,0
SEN027,2026-01-28 05:17:48,29.9,15.3,90.0,False,0,0,0
SEN016,2026-02-20 15:12:04,24.0,0.8,62.0,True,0,0,0
SEN001,2026-06-16 02:41:25,28.5,44.4,93.0,True,0,0,1
SEN017,2026-08-26 08:46:23,23.39,39.9,53.0,True,0,0,1
SEN017,2026-08-26 08:46:23,21.0,43.2,62.0,True,0,0,1
SEN017,2026-01-29 01:46:11,32.72,2.7,72.0,True,0,0,0
UNKNOWN,2026-02-09 13:33:36,18.6,16.4,62.0,False,0,0,0
SEN014,2026-05-03 20:32:17,36.8,18.3,74.0,False,0,1,0
SEN002,2026-07-22 23:37:32,23.0,22.35,88.0,True,0,0,0
SEN046,2026-04-15 14:14:58,28.5,30.1,68.0,False,0,0,1
SEN003,2026-08-28 06:23:11,27.9,6.4,40.0,False,1,0,0
SEN016,2026-01-25 13:54:00,16.8,12.2,54.0,False,0,0,0
SEN011,2026-08-10 01:56:45,24.3,,67.0,False,0,0,0
UNKNOWN,2026-05-24 22:31:24,18.9,31.4,75.0,False,1,0,1
SEN012,2026-02-28 00:24:24,37.5,11.6,38.0,True,0,1,0
SEN024,2026-08-31 13:37:30,36.11,36.83,94.0,True,0,1,1
SEN001,2026-05-24 05:53:13,31.0,48.01,64.0,False,0,0,1
SEN004,2026-07-26 16:32:42,24.28,37.7,59.0,True,0,0,1
SEN007,2026-12-08 01:05:00,34.3,,62.0,False,0,0,0
SEN025,2026-02-13 00:01:15,28.8,31.8,47.0,False,0,0,1
SEN035,2026-01-27 09:50:00,17.5,8.4,48.0,True,0,0,0
SEN006,2026-07-20 05:21:57,35.78,2.54,74.0,True,0,1,0
SEN040,2026-08-05 05:46:24,21.1,47.2,37.0,False,0,0,1
SEN024,2026-03-01 23:10:36,36.3,25.3,81.0,False,0,1,0
SEN023,2026-05-23 00:59:58,16.22,6.3,61.0,True,1,0,0
SEN041,2026-01-11 04:17:05,23.61,41.3,65.0,True,0,0,1
SEN019,2026-05-28 22:02:18,22.4,0.2,83.0,False,0,0,0
SEN016,2026-04-24 07:56:00,39.1,28.9,64.0,False,0,1,0
SEN046,2026-06-24 15:05:47,40.0,31.3,61.0,False,0,1,1
SEN021,2026-08-02 00:27:55,27.3,28.7,47.0,False,0,0,0
SEN046,2026-02-20 13:56:10,25.3,5.08,93.0,False,0,0,0
SEN024,2026-06-26 02:48:32,18.8,,33.0,False,0,0,0
SEN044,2026-01-08 22:17:13,33.2,44.8,66.0,False,0,0,1
SEN028,2026-03-11 01:11:01,36.72,32.26,41.0,True,0,1,1
SEN003,2026-07-11 19:56:22,38.1,43.7,58.0,False,0,1,1
SEN013,2026-02-24 02:39:52,27.39,20.1,39.0,True,0,0,0
SEN042,2026-06-25 11:26:13,20.2,7.6,68.0,False,0,0,0
SEN046,2026-06-11 17:53:55,35.7,4.06,91.0,False,0,1,0
SEN030,2026-09-03 17:04:00,39.22,9.1,54.0,True,0,1,0
SEN019,2026-05-14 07:31:13,20.89,33.9,90.0,True,0,0,1
SEN044,2026-05-08 00:22:05,34.9,20.6,61.0,False,0,0,0
UNKNOWN,2026-08-26 14:51:59,32.9,7.5,56.0,False,1,0,0
SEN046,2026-01-24 02:18:48,15.5,3.6,51.0,True,0,0,0
SEN007,2026-02-09 14:26:59,16.78,45.7,37.0,True,1,0,1
SEN033,2026-07-06 02:34:38,36.72,19.3,64.0,True,0,1,0
SEN001,2026-02-24 01:53:00,34.7,38.9,76.0,False,0,0,1
SEN004,2026-08-13 19:34:20,32.6,2.1,49.0,False,0,0,0
SEN003,2026-05-11 08:49:35,15.3,21.2,44.0,False,0,0,0
SEN033,2026-04-23 06:58:15,33.6,44.6,54.0,False,0,0,1
SEN046,2026-08-15 05:12:00,21.9,18.54,53.0,False,0,0,0
SEN003,2026-03-18 12:04:01,25.28,31.3,64.0,True,1,0,1
SEN017,2026-05-30 07:31:54,33.0,10.67,86.0,False,0,0,0
SEN048,2026-04-04 19:12:32,37.4,9.5,40.0,False,0,1,0
SEN007,2026-01-18 18:19:34,33.6,1.7,40.0,False,0,0,0
SEN031,2026-08-30 15:48:10,32.89,14.7,63.0,True,1,0,0
SEN023,2026-01-13 02:50:34,29.28,46.9,55.0,True,0,0,1
UNKNOWN,2026-05-05 20:29:07,30.0,44.8,42.0,False,0,0,1
SEN015,2026-05-21 17:26:14,38.1,,49.0,False,0,1,0
SEN045,2026-03-31 11:56:10,32.4,28.45,61.0,False,0,0,0
SEN032,2026-04-04 06:17:19,35.5,34.8,68.0,False,0,1,1
SEN005,2026-08-09 20:50:31,24.8,,58.0,False,0,0,0
SEN017,2026-02-17 21:32:31,30.78,2.54,30.0,True,0,0,0
SEN040,2026-09-05 00:52:10,31.8,8.2,86.0,False,0,0,0
SEN023,2026-01-25 13:53:59,28.11,13.72,83.0,True,0,0,0
SEN004,2026-07-09 13:04:20,16.7,,78.0,False,0,0,0
SEN014,2026-07-15 06:28:50,25.1,18.1,46.0,False,0,0,0
SEN013,2026-02-08 06:37:19,32.1,2.29,60.0,False,0,0,0
SEN047,2026-05-30 05:02:49,38.7,9.3,47.0,False,0,1,0
SEN036,2026-03-22 17:19:37,18.1,0.76,63.0,False,0,0,0
SEN032,2026-01-10 08:01:27,23.78,10.7,80.0,True,0,0,0
SEN036,2026-03-22 17:19:37,23.0,15.5,36.0,False,0,0,0
SEN035,2026-05-10 18:13:10,26.4,13.4,46.0,False,1,0,0
SEN017,2026-08-06 22:11:36,30.8,42.2,89.0,False,0,0,1
SEN022,2026-01-05 20:59:01,39.7,45.4,69.0,False,0,1,1
SEN019,2026-09-07 07:09:50,28.1,38.6,79.0,False,0,0,1
SEN007,2026-02-25 07:09:20,17.72,14.48,57.0,True,0,0,0
SEN031,2026-03-31 04:59:59,23.6,19.2,68.0,False,0,0,0
SEN033,2026-03-24 12:11:34,15.61,45.4,36.0,True,0,0,1
SEN016,2026-08-09 13:28:02,37.78,1.4,64.0,True,0,1,0
SEN039,2026-08-29 19:36:11,20.4,16.6,65.0,False,0,0,0
SEN007,2026-09-04 12:11:31,34.78,6.6,40.0,True,0,0,0
UNKNOWN,2026-03-17 09:00:25,22.72,16.6,51.0,True,0,0,0
SEN037,2026-06-04 20:06:29,33.8,8.1,70.0,False,0,0,0
SEN025,2026-01-30 08:00:21,28.72,22.3,64.0,True,0,0,0
SEN048,2026-08-21 11:46:05,36.4,49.2,47.0,False,0,1,1
SEN048,2026-01-10 16:40:55,26.4,18.7,69.0,False,0,0,0
SEN048,2026-03-20 03:53:06,33.6,7.2,35.0,False,0,0,0
SEN034,2026-04-12 16:43:02,19.5,13.6,75.0,True,1,0,0
SEN008,2026-06-02 16:36:46,30.5,21.3,82.0,False,0,0,0
SEN002,2026-03-15 05:56:46,15.5,30.8,81.0,False,1,0,1
SEN007,2026-06-02 05:57:39,40.0,14.4,64.0,False,0,1,0
SEN049,2026-02-22 09:45:33,38.5,10.7,56.0,True,0,1,0
SEN028,2026-07-10 16:19:33,27.0,32.51,48.0,False,0,0,1
SEN023,2026-03-31 18:37:16,18.28,40.4,36.0,True,0,0,1
SEN008,2026-01-18 13:38:31,18.3,37.8,60.0,False,0,0,1
SEN046,2026-02-14 02:14:11,17.2,7.9,89.0,False,1,0,0
SEN023,2026-07-10 05:01:59,25.0,49.0,84.0,False,0,0,1
SEN007,2026-06-19 05:51:21,22.5,5.4,70.0,True,0,0,0
SEN028,2026-05-01 04:45:01,28.11,45.4,45.0,True,0,0,1
SEN031,2026-01-19 22:08:37,18.3,24.89,88.0,False,0,0,0
SEN041,2026-05-04 16:46:12,31.6,37.08,77.0,False,0,0,1
SEN010,2026-04-24 06:17:47,35.5,13.21,52.0,False,0,1,0
SEN006,2026-03-20 20:59:52,30.2,17.53,79.0,False,0,0,0
SEN021,2026-06-07 00:14:42,35.5,32.0,61.0,True,0,1,1
SEN005,2026-08-09 20:50:31,30.22,46.48,47.0,True,0,0,1
SEN002,2026-05-07 06:36:08,19.3,5.84,88.0,False,0,0,0
SEN030,2026-07-28 16:58:00,33.72,49.0,55.0,True,0,0,1
SEN032,2026-01-10 08:01:27,16.39,28.0,58.0,True,0,0,0
SEN006,2026-03-22 02:12:46,33.5,44.2,71.0,False,0,0,1
SEN046,2026-05-29 12:54:02,15.4,21.59,53.0,False,0,0,0
SEN017,2026-09-04 08:19:28,25.5,45.9,46.0,True,0,0,1
SEN007,2026-01-08 13:00:45,23.4,2.03,72.0,False,0,0,0
SEN048,2026-08-13 10:09:38,32.0,5.5,43.0,True,0,0,0
SEN017,2026-09-04 08:19:28,25.3,31.24,44.0,False,0,0,1
SEN001,2026-09-02 07:51:28,29.6,21.8,46.0,False,0,0,0
SEN044,2026-08-14 11:40:47,21.3,1.9,39.0,False,0,0,0
UNKNOWN,2026-03-04 14:56:00,19.3,1.0,40.0,False,0,0,0
SEN032,2026-02-07 23:39:34,32.28,14.99,82.0,True,0,0,0
SEN048,2026-08-13 10:09:38,27.9,17.53,54.0,False,0,0,0
SEN027,2026-06-21 19:03:01,20.7,35.2,64.0,False,0,0,1
SEN006,2026-03-12 15:10:18,31.2,22.35,52.0,False,0,0,0
SEN007,2026-01-08 13:00:45,17.4,8.0,64.0,False,0,0,0
SEN013,2026-06-02 03:52:56,35.89,18.8,70.0,True,0,1,0
SEN003,2026-06-08 02:27:33,23.7,45.72,66.0,False,0,0,1
SEN019,2026-03-24 03:21:37,23.8,13.3,82.0,False,0,0,0
SEN016,2026-01-11 01:39:00,29.5,20.4,51.0,False,0,0,0
SEN033,2026-07-09 18:43:24,19.89,,83.0,True,0,0,0
SEN002,2026-01-05 00:05:57,32.89,30.7,38.0,True,0,0,1
SEN043,2026-06-09 15:47:17,20.5,21.5,66.0,True,0,0,0
SEN002,2026-05-19 07:06:24,27.22,37.8,62.0,True,0,0,1
SEN045,2026-07-21 16:25:07,22.8,,61.0,False,0,0,0
SEN029,2026-01-03 21:54:06,15.1,8.89,48.0,False,0,0,0
